<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,5,20201119,123500,1256.0600000,1256.7500000,1255.4800000,1255.9700000,6766385
RTSI,5,20201119,124000,1255.9800000,1256.3000000,1255.4800000,1255.4800000,6372670
RTSI,5,20201119,124500,1255.5800000,1255.5800000,1254.9100000,1255.3500000,5298410
RTSI,5,20201119,125000,1255.3400000,1256.6600000,1255.1100000,1255.3500000,6990345
RTSI,5,20201119,125500,1255.3900000,1255.3900000,1254.6700000,1254.8300000,4933760
RTSI,5,20201119,130000,1254.8300000,1255.1600000,1254.2500000,1254.2500000,4712163
RTSI,5,20201119,130500,1254.2300000,1255.0400000,1253.8000000,1255.0200000,7747470
RTSI,5,20201119,131000,1255.0200000,1255.3500000,1254.6000000,1255.0400000,5885871
RTSI,5,20201119,131500,1255.1300000,1255.1500000,1252.9200000,1252.9200000,8827079
RTSI,5,20201119,132000,1252.9200000,1253.4900000,1252.7700000,1253.0400000,3845684
RTSI,5,20201119,132500,1252.9700000,1254.4200000,1252.7100000,1253.9900000,7378733
RTSI,5,20201119,133000,1254.0100000,1255.8300000,1254.0100000,1255.7600000,8691849
RTSI,5,20201119,133500,1255.7700000,1256.3000000,1255.0200000,1255.0800000,6386841
RTSI,5,20201119,134000,1255.0700000,1256.0000000,1255.0600000,1255.5700000,3052484
RTSI,5,20201119,134500,1255.5700000,1255.6100000,1254.7100000,1255.1700000,4387464
RTSI,5,20201119,135000,1255.1700000,1256.5900000,1255.0200000,1256.5900000,3833758
RTSI,5,20201119,135500,1256.5900000,1257.4800000,1256.3200000,1256.6500000,6119844
RTSI,5,20201119,140000,1256.6300000,1256.8400000,1255.4600000,1255.9800000,4274257
RTSI,5,20201119,140500,1255.9800000,1257.2300000,1255.7100000,1257.2300000,3472914
RTSI,5,20201119,141000,1257.2300000,1257.2300000,1254.3000000,1254.3800000,7218215
RTSI,5,20201119,141500,1254.4100000,1255.6900000,1254.2200000,1254.9100000,9148163
RTSI,5,20201119,142000,1254.9600000,1255.2100000,1254.4700000,1254.6700000,4235375
RTSI,5,20201119,142500,1254.6500000,1256.2900000,1254.4300000,1256.2500000,6120402
RTSI,5,20201119,143000,1256.2400000,1258.1500000,1256.1800000,1257.5600000,7628111
RTSI,5,20201119,143500,1257.5500000,1257.5700000,1256.1900000,1256.5900000,5257528
RTSI,5,20201119,144000,1256.6600000,1256.9900000,1256.4500000,1256.6100000,4516533
RTSI,5,20201119,144500,1256.5900000,1258.6900000,1256.5400000,1258.6900000,8770778
RTSI,5,20201119,145000,1258.7600000,1261.6400000,1258.7600000,1261.1000000,16977426
RTSI,5,20201119,145500,1261.0600000,1262.3000000,1261.0300000,1261.0300000,7906101
RTSI,5,20201119,150000,1261.0600000,1261.2100000,1260.4100000,1261.2100000,5671667
RTSI,5,20201119,150500,1261.2800000,1264.2600000,1261.2800000,1263.5600000,14792102
RTSI,5,20201119,151000,1263.5700000,1264.7900000,1263.5600000,1264.1000000,11429803
RTSI,5,20201119,151500,1264.1100000,1265.0400000,1263.9500000,1263.9700000,8074485
RTSI,5,20201119,152000,1263.9900000,1264.0300000,1263.1400000,1263.5100000,6283785
RTSI,5,20201119,152500,1263.5400000,1263.9800000,1262.8200000,1263.2100000,4779263
RTSI,5,20201119,153000,1263.1200000,1263.4600000,1262.2300000,1262.2500000,4016312
RTSI,5,20201119,153500,1262.2400000,1262.9800000,1262.0800000,1262.3900000,4348515
RTSI,5,20201119,154000,1262.4100000,1262.4200000,1260.3700000,1260.5700000,5614394
RTSI,5,20201119,154500,1260.5700000,1261.6900000,1260.5100000,1261.0800000,5934204
RTSI,5,20201119,155000,1261.0400000,1263.8700000,1260.7200000,1263.7700000,9982637
RTSI,5,20201119,155500,1263.8200000,1264.0700000,1263.3200000,1263.4200000,5092579
RTSI,5,20201119,160000,1263.4200000,1263.5000000,1262.1500000,1262.2300000,6161937
RTSI,5,20201119,160500,1262.1900000,1262.2600000,1260.5500000,1261.3200000,4378571
RTSI,5,20201119,161000,1261.2900000,1262.9800000,1261.2800000,1262.9800000,3788373
RTSI,5,20201119,161500,1262.9900000,1263.7300000,1262.6000000,1262.7700000,4717894
RTSI,5,20201119,162000,1262.7700000,1263.0900000,1262.2200000,1263.0900000,4580125
RTSI,5,20201119,162500,1263.0900000,1263.1500000,1262.1900000,1262.3000000,4930964
RTSI,5,20201119,163000,1262.3100000,1262.7100000,1261.4200000,1261.4200000,5173894
RTSI,5,20201119,163500,1261.4400000,1261.5100000,1259.2700000,1259.4800000,8016878
RTSI,5,20201119,164000,1259.4600000,1259.5400000,1256.4500000,1257.2400000,11992462
RTSI,5,20201119,164500,1257.2300000,1258.0800000,1256.9900000,1257.8600000,6643204
RTSI,5,20201119,165000,1257.8600000,1259.0400000,1255.9800000,1259.0400000,8335380
RTSI,5,20201119,165500,1259.0500000,1259.8300000,1258.4500000,1258.6700000,7840008
RTSI,5,20201119,170000,1258.6600000,1258.9000000,1258.2500000,1258.6400000,6230273
RTSI,5,20201119,170500,1258.6500000,1258.7400000,1255.9700000,1256.0000000,9553623
RTSI,5,20201119,171000,1256.0100000,1257.4500000,1256.0100000,1257.3800000,5936451
RTSI,5,20201119,171500,1257.3900000,1257.9800000,1256.9700000,1257.2100000,5686794
RTSI,5,20201119,172000,1257.2600000,1257.9100000,1257.2100000,1257.2300000,5062276
RTSI,5,20201119,172500,1256.9600000,1256.9600000,1255.3600000,1255.8600000,6337566
RTSI,5,20201119,173000,1255.8400000,1256.5500000,1255.6300000,1255.8500000,6527457
RTSI,5,20201119,173500,1255.8100000,1255.8900000,1253.4700000,1253.8900000,16822957
RTSI,5,20201119,174000,1253.8400000,1256.0300000,1253.8400000,1255.8000000,10671782
RTSI,5,20201119,174500,1255.8000000,1256.9200000,1255.3000000,1256.9200000,9033864
RTSI,5,20201119,175000,1256.9700000,1259.2700000,1256.6900000,1259.0700000,13327258
RTSI,5,20201119,175500,1259.1100000,1259.6300000,1258.5500000,1259.4400000,8600455
RTSI,5,20201119,180000,1259.4500000,1260.0900000,1258.8300000,1259.2300000,8680532
RTSI,5,20201119,180500,1259.4200000,1260.7700000,1259.4200000,1259.7700000,12036389
RTSI,5,20201119,181000,1259.7800000,1260.4500000,1258.8800000,1259.7500000,7023774
RTSI,5,20201119,181500,1259.7600000,1260.0300000,1258.3000000,1258.3200000,8333681
RTSI,5,20201119,182000,1258.3200000,1259.3100000,1258.1000000,1259.2400000,8394469
RTSI,5,20201119,182500,1259.1900000,1259.6400000,1258.7600000,1258.7700000,7570650
RTSI,5,20201119,183000,1258.7900000,1258.7900000,1256.4500000,1256.5200000,12025687
RTSI,5,20201119,183500,1256.5600000,1257.8100000,1256.5600000,1257.3200000,7734344
RTSI,5,20201119,184000,1257.3100000,1258.8800000,1257.3100000,1258.7600000,11712215
RTSI,5,20201119,184500,1258.7600000,1258.7600000,1258.7600000,1258.7600000,1353
RTSI,5,20201119,185500,1258.9100000,1258.9100000,1258.9100000,1258.9100000,25023326
RTSI,5,20201120,100500,1262.5900000,1269.0200000,1261.9100000,1267.6600000,19241914
RTSI,5,20201120,101000,1267.6400000,1268.1000000,1265.2400000,1265.4500000,12930883
RTSI,5,20201120,101500,1265.4200000,1265.9300000,1263.1100000,1264.1000000,12593390
RTSI,5,20201120,102000,1264.1000000,1266.5200000,1264.0600000,1266.4000000,6532314
RTSI,5,20201120,102500,1266.4700000,1266.6200000,1264.9400000,1265.5700000,5802161
RTSI,5,20201120,103000,1265.5400000,1265.6100000,1263.4300000,1263.4600000,5631336
RTSI,5,20201120,103500,1263.4400000,1264.4000000,1261.5600000,1261.6800000,10847294
RTSI,5,20201120,104000,1261.6600000,1262.1000000,1260.7200000,1260.9200000,15830949
RTSI,5,20201120,104500,1260.5900000,1261.6100000,1258.9200000,1258.9200000,11469574
RTSI,5,20201120,105000,1258.7600000,1260.4700000,1258.7600000,1259.2600000,7052764
RTSI,5,20201120,105500,1259.2600000,1259.9800000,1258.3900000,1259.9600000,7327918
RTSI,5,20201120,110000,1259.9800000,1260.1300000,1257.7400000,1257.8000000,10967193
RTSI,5,20201120,110500,1257.8100000,1258.3000000,1256.3600000,1257.2700000,28447959
RTSI,5,20201120,111000,1257.3100000,1259.4900000,1256.9000000,1258.1700000,11817840
RTSI,5,20201120,111500,1258.1900000,1258.5000000,1256.2100000,1257.4400000,7229412
RTSI,5,20201120,112000,1257.4100000,1260.7000000,1257.4100000,1259.7300000,10556364
RTSI,5,20201120,112500,1259.7300000,1260.2400000,1258.9700000,1259.7200000,7284317
RTSI,5,20201120,113000,1259.7200000,1259.7500000,1258.4000000,1258.9600000,7506330
RTSI,5,20201120,113500,1258.8500000,1259.5600000,1258.3600000,1259.2500000,6231673
RTSI,5,20201120,114000,1259.2500000,1260.7300000,1258.9300000,1260.3700000,12107831
RTSI,5,20201120,114500,1260.3900000,1262.2600000,1259.7300000,1261.3200000,10082387
RTSI,5,20201120,115000,1261.3500000,1263.1400000,1261.3100000,1262.7100000,7572686
RTSI,5,20201120,115500,1262.7600000,1263.7700000,1262.4300000,1263.7700000,8849847
RTSI,5,20201120,120000,1263.7800000,1264.4200000,1262.8900000,1263.8200000,10359835
RTSI,5,20201120,120500,1263.8700000,1263.9600000,1262.4700000,1262.5200000,7308875
RTSI,5,20201120,121000,1262.4900000,1262.8500000,1261.7600000,1261.8600000,7034182
RTSI,5,20201120,121500,1261.8700000,1262.3600000,1261.5000000,1261.9200000,4810240
RTSI,5,20201120,122000,1261.9000000,1262.4200000,1261.4700000,1261.5000000,6678925
RTSI,5,20201120,122500,1261.5100000,1262.1700000,1261.5100000,1261.6800000,4619834
RTSI,5,20201120,123000,1261.6900000,1262.9800000,1261.2800000,1262.9800000,7460723
RTSI,5,20201120,123500,1262.9200000,1263.2200000,1262.4300000,1262.4400000,5304862
RTSI,5,20201120,124000,1262.4200000,1262.4200000,1261.6900000,1262.3900000,4907596
RTSI,5,20201120,124500,1262.3800000,1262.8400000,1262.2600000,1262.7000000,4681342
RTSI,5,20201120,125000,1262.7000000,1262.7500000,1261.6700000,1261.6700000,4823934
RTSI,5,20201120,125500,1261.6600000,1262.5800000,1261.6400000,1262.2000000,4777815
RTSI,5,20201120,130000,1262.2100000,1262.3400000,1261.8500000,1262.0100000,4429055
RTSI,5,20201120,130500,1262.0600000,1263.4200000,1261.4100000,1263.4000000,11121849
RTSI,5,20201120,131000,1263.3600000,1263.5300000,1262.0300000,1262.1300000,6982702
RTSI,5,20201120,131500,1262.1100000,1262.9200000,1262.0500000,1262.7900000,4300109
RTSI,5,20201120,132000,1262.7900000,1263.5700000,1262.7400000,1263.5700000,7399029
RTSI,5,20201120,132500,1263.5400000,1264.0900000,1263.4400000,1264.0600000,5549198
RTSI,5,20201120,133000,1264.0900000,1266.2000000,1264.0000000,1266.1600000,6913535
RTSI,5,20201120,133500,1266.1700000,1266.8700000,1265.6500000,1266.1700000,8323218
RTSI,5,20201120,134000,1266.1700000,1266.8700000,1265.9800000,1266.2400000,3821642
RTSI,5,20201120,134500,1266.2800000,1267.0800000,1266.0900000,1266.1600000,5684257
RTSI,5,20201120,135000,1266.1600000,1266.1600000,1265.3900000,1265.8900000,6576635
RTSI,5,20201120,135500,1265.9200000,1266.1900000,1265.1500000,1265.1500000,4921103
RTSI,5,20201120,140000,1265.2000000,1265.2000000,1264.4200000,1264.5900000,4573792
RTSI,5,20201120,140500,1264.5400000,1264.9300000,1264.5000000,1264.8600000,4853042
RTSI,5,20201120,141000,1264.8400000,1266.0600000,1264.8400000,1265.8300000,5475893
RTSI,5,20201120,141500,1265.8200000,1266.1900000,1265.5100000,1265.8200000,3479266
RTSI,5,20201120,142000,1265.8200000,1266.0800000,1265.3900000,1265.9600000,3472726
RTSI,5,20201120,142500,1265.9700000,1267.0700000,1265.9400000,1266.0100000,3810291
RTSI,5,20201120,143000,1265.9800000,1265.9800000,1265.0500000,1265.9100000,5226908
RTSI,5,20201120,143500,1265.9300000,1267.0200000,1265.8500000,1266.2600000,6545765
RTSI,5,20201120,144000,1266.2400000,1266.5100000,1265.8000000,1266.3700000,3180103
RTSI,5,20201120,144500,1266.3700000,1266.5100000,1265.3900000,1265.5100000,6899783
RTSI,5,20201120,145000,1265.5200000,1266.5900000,1265.5100000,1266.4300000,5163610
RTSI,5,20201120,145500,1266.4300000,1266.5700000,1265.9900000,1266.0400000,2794518
RTSI,5,20201120,150000,1266.0500000,1266.1400000,1265.6600000,1266.0200000,6092861
RTSI,5,20201120,150500,1266.2400000,1266.7000000,1265.7100000,1265.8000000,4694400
RTSI,5,20201120,151000,1265.8000000,1266.2100000,1265.0100000,1265.0100000,4130783
RTSI,5,20201120,151500,1265.0000000,1265.5400000,1264.6200000,1265.1200000,3670875
RTSI,5,20201120,152000,1265.1600000,1265.2600000,1264.2700000,1264.4800000,3786084
RTSI,5,20201120,152500,1264.4800000,1264.6600000,1264.2400000,1264.3400000,3199817
RTSI,5,20201120,153000,1264.3400000,1264.6200000,1264.0100000,1264.6200000,4810949
RTSI,5,20201120,153500,1264.6300000,1265.3400000,1264.0900000,1264.2300000,6157420
RTSI,5,20201120,154000,1264.2300000,1265.3500000,1263.5600000,1263.5600000,6397092
RTSI,5,20201120,154500,1263.5600000,1263.6000000,1262.5100000,1263.1800000,5507679
RTSI,5,20201120,155000,1263.2000000,1263.3600000,1261.8900000,1261.9800000,9626485
RTSI,5,20201120,155500,1261.9600000,1262.2000000,1261.3500000,1262.2000000,5937397
RTSI,5,20201120,160000,1262.2200000,1262.5100000,1261.9700000,1262.3800000,4390113
RTSI,5,20201120,160500,1262.3800000,1262.8500000,1261.8000000,1262.8100000,4367935
RTSI,5,20201120,161000,1262.8100000,1263.1300000,1262.3600000,1263.0300000,5000478
RTSI,5,20201120,161500,1263.0200000,1264.0200000,1262.5400000,1263.7100000,8987334
RTSI,5,20201120,162000,1263.6800000,1265.0900000,1263.6800000,1264.9800000,8546431
RTSI,5,20201120,162500,1264.9700000,1265.3100000,1264.6600000,1265.0300000,5564522
RTSI,5,20201120,163000,1265.0200000,1265.0200000,1263.2000000,1263.2400000,3876315
RTSI,5,20201120,163500,1263.2300000,1264.1600000,1263.1700000,1263.9700000,5352131
RTSI,5,20201120,164000,1263.9700000,1264.4700000,1263.8100000,1264.2500000,6229193
RTSI,5,20201120,164500,1264.2600000,1264.2700000,1263.6200000,1263.6400000,7669850
RTSI,5,20201120,165000,1263.6300000,1263.9200000,1263.1000000,1263.9100000,4687211
RTSI,5,20201120,165500,1263.9300000,1264.0100000,1262.7300000,1262.7400000,7378823
RTSI,5,20201120,170000,1262.7200000,1262.7500000,1262.1900000,1262.2500000,4904163
RTSI,5,20201120,170500,1262.1800000,1262.4500000,1260.7400000,1261.6000000,10355888
RTSI,5,20201120,171000,1261.6400000,1262.6100000,1261.4200000,1262.6100000,5786329
RTSI,5,20201120,171500,1262.6600000,1263.1900000,1262.1900000,1262.4300000,7164518
RTSI,5,20201120,172000,1262.4400000,1262.8100000,1262.1600000,1262.5900000,9015870
RTSI,5,20201120,172500,1262.5900000,1263.3600000,1262.3500000,1262.4600000,6277350
RTSI,5,20201120,173000,1262.4200000,1262.5300000,1261.7200000,1262.0900000,5284335
RTSI,5,20201120,173500,1262.0800000,1262.2900000,1261.2300000,1262.0400000,5914348
RTSI,5,20201120,174000,1262.0800000,1262.7900000,1261.6400000,1262.4000000,6496533
RTSI,5,20201120,174500,1262.3900000,1263.7700000,1262.1300000,1263.7300000,8858041
RTSI,5,20201120,175000,1263.7300000,1264.4000000,1263.0200000,1263.1300000,5587695
RTSI,5,20201120,175500,1263.1500000,1263.7900000,1262.9000000,1262.9400000,7633861
RTSI,5,20201120,180000,1262.9300000,1262.9400000,1261.9300000,1262.0600000,7612711
RTSI,5,20201120,180500,1262.0900000,1262.6700000,1261.9500000,1262.6000000,5312095
RTSI,5,20201120,181000,1262.6000000,1264.0400000,1262.5000000,1263.0700000,7407586
RTSI,5,20201120,181500,1263.0700000,1263.1500000,1261.9000000,1262.0500000,6795199
RTSI,5,20201120,182000,1262.0600000,1262.1600000,1260.7500000,1260.7500000,7596514
RTSI,5,20201120,182500,1260.7800000,1261.8000000,1260.5700000,1261.6400000,8921629
RTSI,5,20201120,183000,1261.6200000,1262.0100000,1261.3400000,1261.9600000,10175112
RTSI,5,20201120,183500,1261.9600000,1262.2400000,1261.6100000,1261.8800000,7819065
RTSI,5,20201120,184000,1261.8400000,1262.5600000,1261.7300000,1262.5400000,16720818
RTSI,5,20201120,185500,1262.6900000,1262.6900000,1262.6900000,1262.6900000,16011536
RTSI,5,20201123,100500,1269.0700000,1277.1300000,1268.1700000,1276.9400000,35892326
RTSI,5,20201123,101000,1276.9400000,1278.0300000,1276.1800000,1277.8000000,23890713
RTSI,5,20201123,101500,1277.7500000,1282.5200000,1277.7300000,1281.8900000,26039210
RTSI,5,20201123,102000,1281.8500000,1284.4600000,1281.8500000,1283.9300000,24763557
RTSI,5,20201123,102500,1283.8200000,1284.3800000,1281.5600000,1281.7100000,20400886
RTSI,5,20201123,103000,1281.6800000,1282.7100000,1281.6300000,1281.7900000,11006434
RTSI,5,20201123,103500,1281.7400000,1282.8900000,1281.7400000,1282.7400000,12621538
RTSI,5,20201123,104000,1282.7200000,1285.1400000,1282.7200000,1285.1300000,15620141
RTSI,5,20201123,104500,1285.1300000,1286.5000000,1284.4000000,1284.4100000,10853666
RTSI,5,20201123,105000,1284.4100000,1285.7500000,1284.3600000,1285.2300000,13365748
RTSI,5,20201123,105500,1285.2700000,1287.3600000,1285.1700000,1286.4700000,13843289
RTSI,5,20201123,110000,1286.5000000,1286.8700000,1286.1300000,1286.4300000,12150166
RTSI,5,20201123,110500,1286.5100000,1286.8600000,1283.4300000,1283.5200000,30539482
RTSI,5,20201123,111000,1283.5100000,1286.5200000,1283.5100000,1286.1200000,16562079
RTSI,5,20201123,111500,1286.1400000,1286.7200000,1283.5400000,1283.5400000,9157761
RTSI,5,20201123,112000,1283.6000000,1284.2300000,1283.0100000,1283.0700000,10111271
RTSI,5,20201123,112500,1283.0800000,1285.6500000,1282.9300000,1285.3400000,12872780
RTSI,5,20201123,113000,1285.3500000,1285.5700000,1284.3600000,1284.4800000,10725471
RTSI,5,20201123,113500,1284.4900000,1284.9500000,1283.3400000,1284.7900000,11982012
RTSI,5,20201123,114000,1284.7800000,1284.9300000,1282.6000000,1282.6000000,9936096
RTSI,5,20201123,114500,1282.5900000,1282.9000000,1281.6500000,1282.2100000,9879858
RTSI,5,20201123,115000,1282.2000000,1282.2500000,1280.9500000,1281.8900000,8079675
RTSI,5,20201123,115500,1281.8800000,1282.8800000,1281.7900000,1282.6400000,6968910
RTSI,5,20201123,120000,1282.5700000,1282.7800000,1281.8400000,1282.2900000,7116758
RTSI,5,20201123,120500,1282.2800000,1282.3400000,1279.9100000,1280.3200000,11207754
RTSI,5,20201123,121000,1280.3300000,1280.4000000,1278.9300000,1280.1600000,11875928
RTSI,5,20201123,121500,1280.1800000,1281.1800000,1280.1700000,1281.1800000,5870406
RTSI,5,20201123,122000,1281.1600000,1281.6700000,1280.5300000,1280.9800000,7016110
RTSI,5,20201123,122500,1280.9600000,1281.1100000,1280.2200000,1280.2300000,5381703
RTSI,5,20201123,123000,1280.1800000,1280.2500000,1277.9900000,1279.0900000,6949937
RTSI,5,20201123,123500,1279.1200000,1279.8200000,1278.6700000,1278.7100000,6797198
RTSI,5,20201123,124000,1278.6900000,1278.6900000,1276.0500000,1276.4200000,10236549
RTSI,5,20201123,124500,1276.4400000,1276.8900000,1275.8400000,1276.4900000,9392064
RTSI,5,20201123,125000,1276.4400000,1276.4700000,1275.6100000,1275.7100000,7389048
RTSI,5,20201123,125500,1275.6600000,1276.3000000,1274.3200000,1275.9000000,10597686
RTSI,5,20201123,130000,1275.9000000,1277.5100000,1275.8800000,1277.4400000,7233823
RTSI,5,20201123,130500,1277.4500000,1277.7400000,1277.0200000,1277.6800000,7999282
RTSI,5,20201123,131000,1277.6700000,1277.9900000,1277.2500000,1277.2500000,5246584
RTSI,5,20201123,131500,1277.2600000,1277.9800000,1276.9000000,1277.6500000,6037301
RTSI,5,20201123,132000,1277.6400000,1277.9100000,1277.2900000,1277.9100000,7232959
RTSI,5,20201123,132500,1277.7600000,1277.9000000,1276.9700000,1276.9700000,3989895
RTSI,5,20201123,133000,1276.9800000,1277.3500000,1276.0700000,1276.1300000,4538079
RTSI,5,20201123,133500,1276.1500000,1276.2200000,1274.4000000,1274.4700000,9674760
RTSI,5,20201123,134000,1274.5400000,1275.1700000,1273.8900000,1274.8700000,6858716
RTSI,5,20201123,134500,1274.8000000,1275.4100000,1274.7700000,1274.9500000,6068274
RTSI,5,20201123,135000,1274.9500000,1275.4500000,1274.6700000,1275.4300000,6861513
RTSI,5,20201123,135500,1275.4500000,1275.5300000,1274.9200000,1275.1500000,3592698
RTSI,5,20201123,140000,1275.1000000,1275.1000000,1273.9900000,1274.5900000,8104629
RTSI,5,20201123,140500,1274.6600000,1274.8000000,1274.0800000,1274.1300000,4908690
RTSI,5,20201123,141000,1274.1300000,1274.2100000,1273.2700000,1273.7400000,9102032
RTSI,5,20201123,141500,1273.8600000,1273.8600000,1272.4100000,1272.5000000,7927613
RTSI,5,20201123,142000,1272.5500000,1272.5700000,1271.5600000,1271.7800000,8986549
RTSI,5,20201123,142500,1271.7800000,1273.4700000,1271.6700000,1273.4700000,5807038
RTSI,5,20201123,143000,1273.4700000,1273.6200000,1272.4300000,1272.9500000,4829735
RTSI,5,20201123,143500,1273.0300000,1273.1500000,1270.3400000,1270.3400000,16321390
RTSI,5,20201123,144000,1270.4000000,1271.1400000,1270.1700000,1271.1200000,10637801
RTSI,5,20201123,144500,1271.1200000,1271.1200000,1268.9300000,1268.9300000,13552126
RTSI,5,20201123,145000,1268.9500000,1269.2600000,1267.7000000,1269.2600000,9720017
RTSI,5,20201123,145500,1269.2900000,1270.2500000,1268.8500000,1270.1700000,6619647
RTSI,5,20201123,150000,1270.1900000,1270.5900000,1269.5700000,1270.0100000,6563882
RTSI,5,20201123,150500,1270.0200000,1270.6500000,1269.9000000,1270.6500000,7979981
RTSI,5,20201123,151000,1270.6300000,1271.1200000,1269.7700000,1269.7700000,9226928
RTSI,5,20201123,151500,1269.7700000,1269.7700000,1268.2100000,1268.5100000,8545350
RTSI,5,20201123,152000,1268.5300000,1270.2700000,1268.5000000,1270.2700000,6742811
RTSI,5,20201123,152500,1270.3100000,1271.8400000,1270.3100000,1271.7500000,7279201
RTSI,5,20201123,153000,1271.7500000,1273.7600000,1271.7400000,1273.6600000,8932465
RTSI,5,20201123,153500,1273.6400000,1274.8000000,1273.6400000,1274.4000000,10097117
RTSI,5,20201123,154000,1274.4300000,1274.5800000,1273.5300000,1273.9900000,8761491
RTSI,5,20201123,154500,1273.9800000,1274.2900000,1273.1700000,1273.1900000,6245685
RTSI,5,20201123,155000,1273.1900000,1273.5300000,1272.9400000,1273.2900000,4527074
RTSI,5,20201123,155500,1273.3100000,1275.5400000,1273.2800000,1275.2400000,15396988
RTSI,5,20201123,160000,1275.2200000,1275.9800000,1274.7200000,1274.8500000,9504777
RTSI,5,20201123,160500,1274.8600000,1274.8600000,1273.5100000,1273.5600000,8051087
RTSI,5,20201123,161000,1273.5600000,1273.8600000,1272.7600000,1273.0100000,7683538
RTSI,5,20201123,161500,1273.0200000,1273.8000000,1273.0200000,1273.5800000,5742242
RTSI,5,20201123,162000,1273.6000000,1273.6100000,1271.6200000,1272.1600000,11798944
RTSI,5,20201123,162500,1272.1400000,1273.1700000,1272.1000000,1273.1300000,6538671
RTSI,5,20201123,163000,1273.1400000,1273.4900000,1272.7400000,1273.1500000,6014981
RTSI,5,20201123,163500,1273.1600000,1273.4500000,1272.5800000,1273.3000000,5920450
RTSI,5,20201123,164000,1273.3000000,1274.2800000,1273.3000000,1274.0900000,6779549
RTSI,5,20201123,164500,1274.0200000,1274.2500000,1271.5100000,1272.6600000,12816208
RTSI,5,20201123,165000,1272.6500000,1273.5100000,1272.2600000,1273.5100000,5238336
RTSI,5,20201123,165500,1273.5600000,1273.9600000,1272.4300000,1272.6100000,5475573
RTSI,5,20201123,170000,1272.6200000,1273.5900000,1272.5000000,1273.5900000,5866609
RTSI,5,20201123,170500,1273.5600000,1274.9000000,1273.4300000,1274.3800000,6779392
RTSI,5,20201123,171000,1274.3800000,1274.4400000,1273.8600000,1274.2900000,7476880
RTSI,5,20201123,171500,1274.2600000,1274.3800000,1273.5800000,1273.8000000,6970405
RTSI,5,20201123,172000,1273.8800000,1274.3500000,1272.8600000,1273.2600000,4449468
RTSI,5,20201123,172500,1273.2400000,1274.4700000,1272.9400000,1274.4700000,12376578
RTSI,5,20201123,173000,1274.5100000,1275.1900000,1274.3000000,1274.5800000,9714087
RTSI,5,20201123,173500,1274.5600000,1274.7200000,1272.0600000,1272.0600000,15287965
RTSI,5,20201123,174000,1272.1200000,1273.2500000,1271.7400000,1272.9000000,12556945
RTSI,5,20201123,174500,1272.9300000,1273.4100000,1272.5300000,1273.0200000,8125897
RTSI,5,20201123,175000,1273.0200000,1273.3700000,1269.1200000,1269.1300000,14060648
RTSI,5,20201123,175500,1269.2100000,1270.3600000,1269.1600000,1269.5000000,10020128
RTSI,5,20201123,180000,1269.4800000,1269.5000000,1265.7700000,1265.8200000,17906330
RTSI,5,20201123,180500,1265.8200000,1266.1600000,1263.3900000,1264.6200000,19025050
RTSI,5,20201123,181000,1264.4500000,1264.4500000,1262.6700000,1263.5400000,21398100
RTSI,5,20201123,181500,1263.6100000,1263.6100000,1260.7800000,1262.0800000,22300748
RTSI,5,20201123,182000,1262.0800000,1262.5100000,1261.0700000,1262.3300000,13763557
RTSI,5,20201123,182500,1262.3100000,1263.4100000,1260.7400000,1260.7400000,20310637
RTSI,5,20201123,183000,1260.7400000,1260.7400000,1256.9500000,1257.0800000,28272976
RTSI,5,20201123,183500,1257.0600000,1258.2700000,1255.8000000,1257.9300000,24970793
RTSI,5,20201123,184000,1257.8200000,1258.6700000,1257.2000000,1257.8100000,16384011
RTSI,5,20201123,185500,1256.8100000,1256.8100000,1256.8100000,1256.8100000,32749746
RTSI,5,20201124,100500,1271.7500000,1278.7300000,1271.5700000,1277.6900000,41995606
RTSI,5,20201124,101000,1277.7000000,1280.4600000,1277.5800000,1278.4600000,27303340
RTSI,5,20201124,101500,1278.3900000,1279.9600000,1278.3900000,1278.7800000,24563485
RTSI,5,20201124,102000,1278.8900000,1281.8600000,1278.3400000,1280.0500000,21341164
RTSI,5,20201124,102500,1280.0500000,1281.0500000,1279.0200000,1279.0300000,14899971
RTSI,5,20201124,103000,1278.9900000,1279.1400000,1275.8300000,1276.7600000,16487162
RTSI,5,20201124,103500,1276.7700000,1277.4700000,1275.3200000,1275.6100000,10443474
RTSI,5,20201124,104000,1275.6200000,1277.4200000,1275.5100000,1276.1700000,10756049
RTSI,5,20201124,104500,1276.1400000,1277.2500000,1275.2800000,1277.1700000,7774971
RTSI,5,20201124,105000,1277.2500000,1277.6300000,1274.9000000,1275.3400000,13236641
RTSI,5,20201124,105500,1275.3700000,1277.0000000,1275.3700000,1276.3200000,7320219
RTSI,5,20201124,110000,1276.3200000,1276.3500000,1274.1800000,1274.1900000,9333716
RTSI,5,20201124,110500,1274.1700000,1277.0600000,1274.1700000,1276.3900000,19882691
RTSI,5,20201124,111000,1276.3400000,1277.6500000,1275.9000000,1277.2900000,20446147
RTSI,5,20201124,111500,1277.2000000,1278.9300000,1276.6600000,1276.7000000,17113413
RTSI,5,20201124,112000,1276.7000000,1277.3300000,1275.3600000,1275.6100000,10369544
RTSI,5,20201124,112500,1275.6100000,1278.4800000,1275.3500000,1278.2900000,12490390
